customer_id,customer_key,first_name,last_name,full_name,email,phone,address_line1,city,state,zip_code,country,customer_segment,industry,customer_status,acquisition_channel,registration_date,lifetime_value_usd,is_vip,created_at,updated_at
189,CUST-00189,Ebony,Henry,Ebony Henry,lisa88@example.org,001-606-416-7567x700,2467 Ashley Overpass Suite 782,South Joseshire,MS,81364,US,Mid-Market,Government,Prospect,Organic,2019-10-31,208506.42,1,2022-09-26T02:27:59.779742,2024-10-07T12:40:45.194780
190,CUST-00190,Justin,Brown,Justin Brown,marybailey@example.net,001-705-261-6556,34911 Wilson Extension,New Markmouth,TN,55875,US,SMB,Healthcare,Prospect,Paid Search,2022-02-18,54708.79,1,2021-12-22T22:25:21.694674,2024-11-25T21:59:02.689229
191,CUST-00191,Joseph,Dominguez,Joseph Dominguez,nicholas65@example.net,671-735-7852,71834 Williams Ports Suite 391,New Matthewland,OK,70108,US,Mid-Market,Education,Active,Event,2022-02-11,92150.07,0,2021-04-29T18:51:45.768667,2024-03-17T18:20:55.570654
192,CUST-00192,Laura,Pearson,Laura Pearson,ryan85@example.org,(964)698-7820x82973,083 Ford Garden Apt. 466,Michelleland,SC,27181,US,Enterprise,Government,Active,Referral,2020-02-11,242067.62,1,2023-12-03T06:59:54.964008,2024-04-07T16:45:17.710397
193,CUST-00193,Justin,Martin,Justin Martin,richardwilson@example.org,5344778660,04482 Tamara Oval Apt. 015,Michellechester,MH,48137,US,Enterprise,Technology,Prospect,Event,2022-10-22,149487.92,0,2022-09-13T19:03:06.021962,2024-11-20T04:09:31.641217
194,CUST-00194,Randy,Larsen,Randy Larsen,danielnavarro@example.org,898.547.1391x55963,23476 Roy Centers,Fergusonville,MD,72032,US,Enterprise,Education,Active,Referral,2023-11-25,196851.04,0,2020-12-19T04:26:27.894598,2024-09-06T21:10:28.283319
195,CUST-00195,Sylvia,Suarez,Sylvia Suarez,thomas54@example.org,+1-990-803-4864x5183,4413 Clark Estates,Welchchester,WY,04941,US,Enterprise,Media,Active,Partner,2024-07-22,54379.86,0,2019-12-02T10:29:47.873818,2024-01-30T07:33:02.203504
196,CUST-00196,Kimberly,Vasquez,Kimberly Vasquez,jennifer12@example.net,981-456-9857x002,3459 Daniel Gateway,Port Brooke,MT,42365,US,SMB,Retail,Churned,Organic,2023-02-27,69680.07,0,2021-02-28T00:11:46.943630,2024-11-15T16:52:31.191592
197,CUST-00197,Dennis,Thompson,Dennis Thompson,lauren31@example.com,(926)569-3008x931,206 Burke Drive Apt. 529,North Jenniferchester,WI,59969,US,Mid-Market,Media,Active,Referral,2022-02-24,27926.62,0,2023-10-16T11:16:52.079696,2024-06-29T20:36:18.290633
198,CUST-00198,Jeffrey,Harris,Jeffrey Harris,keith76@example.org,(939)534-3626x20443,710 Anderson Islands Suite 366,Charlesside,AR,07331,US,Mid-Market,Healthcare,Active,Referral,2024-08-15,147418.8,0,2020-04-30T19:07:10.878511,2024-03-26T22:50:49.941391
199,CUST-00199,Rebekah,Barajas,Rebekah Barajas,smithwilliam@example.com,965-428-0924x2875,8624 Lawrence Crossroad,Savageview,WA,47764,US,Mid-Market,Manufacturing,Active,Referral,2024-07-28,185558.66,0,2024-06-25T11:05:06.480339,2024-04-13T13:13:03.590255
200,CUST-00200,Natalie,Austin,Natalie Austin,zachary62@example.com,001-672-487-0320x320,1707 Zhang Points Suite 771,North Michael,IL,37740,US,Enterprise,Logistics,Inactive,Paid Search,2023-05-01,128552.87,0,2019-04-07T18:05:53.226419,2024-03-02T14:18:11.858932
201,CUST-00201,William,Nelson,William Nelson,brandybonilla@example.net,001-392-761-3715x041,17774 Mark Cape,Nguyenshire,DC,28205,US,Consumer,Media,Active,Partner,2024-03-27,11319.58,0,2024-01-16T12:58:38.624202,2024-10-20T08:53:06.526692
202,CUST-00202,Justin,Yates,Justin Yates,qdavis@example.org,461.303.2664,6492 Wade Village Suite 837,Mcclurefort,KY,74302,US,Consumer,Healthcare,Active,Social Media,2023-03-17,211900.99,1,2022-03-15T11:18:10.573334,2024-02-03T00:30:47.222892
203,CUST-00203,Roberto,Richardson,Roberto Richardson,gdavis@example.com,632.478.8147x617,438 Phillips Causeway,North Williamhaven,NE,54636,US,Enterprise,Logistics,Prospect,Social Media,2019-04-22,18835.93,0,2018-08-30T12:02:55.436851,2024-08-29T20:57:09.182103
204,CUST-00204,Ashley,King,Ashley King,mackallen@example.net,+1-672-726-0164x5977,21941 Ferguson Avenue,Wilsonburgh,SD,63038,US,SMB,Real Estate,Active,Organic,2019-10-14,31984.8,0,2021-03-22T04:14:24.479993,2024-05-28T06:19:28.537600
205,CUST-00205,Diane,Garner,Diane Garner,christine95@example.net,+1-464-512-2031x0303,831 Carrillo Drive Suite 601,East Joanne,NV,64077,US,Consumer,Real Estate,Churned,Paid Search,2023-01-30,113702.0,1,2021-04-20T03:02:00.247616,2024-11-10T16:27:07.116302
206,CUST-00206,Brenda,Harris,Brenda Harris,awilliams@example.org,+1-966-579-9840x7678,069 Tran Grove,Smallville,NM,82119,US,Enterprise,Finance,Prospect,Event,2021-12-26,219487.7,0,2024-07-27T23:50:12.544493,2024-05-06T21:58:33.498601
207,CUST-00207,Heidi,Smith,Heidi Smith,taylorkim@example.net,795.997.2466,341 Anderson Flats,New Travis,WY,55024,US,Consumer,Logistics,Active,Social Media,2020-01-07,85063.44,1,2024-08-07T10:44:50.698573,2024-06-29T16:52:51.924894
208,CUST-00208,Jimmy,Hawkins,Jimmy Hawkins,nicole52@example.org,701.256.1931x83745,89107 Estes Throughway Apt. 199,Port Annahaven,CT,22396,US,Consumer,Government,Prospect,Organic,2024-12-29,78480.81,0,2022-05-30T02:11:15.609672,2024-11-14T17:43:02.859460
209,CUST-00209,Rhonda,Moore,Rhonda Moore,fgill@example.net,225-552-1376,4821 Watson Throughway Suite 532,Cobbberg,AS,56707,US,SMB,Education,Active,Event,2020-01-17,230784.77,0,2020-11-22T16:11:14.581013,2024-05-29T19:22:23.021552
210,CUST-00210,Stephen,Phelps,Stephen Phelps,sherry72@example.org,001-481-215-5626x060,6845 Smith Harbors Apt. 673,Terryfurt,WI,26360,US,Enterprise,Finance,Active,Social Media,2023-07-25,24592.83,0,2024-03-01T18:30:39.308769,2024-01-31T20:19:25.068468
211,CUST-00211,Amanda,Price,Amanda Price,abigailfernandez@example.org,688-548-5200,681 Mckenzie Green Suite 101,Evanstown,NH,44931,US,Mid-Market,Media,Active,Partner,2023-01-12,239177.84,0,2024-11-17T10:07:09.503287,2024-10-21T18:31:27.644042
212,CUST-00212,Vanessa,Cunningham,Vanessa Cunningham,michaelmitchell@example.net,001-526-783-1589,26611 Roger Curve Suite 371,Ericafurt,OR,73766,US,Enterprise,Government,Active,Event,2024-04-04,235311.9,1,2021-08-19T10:09:43.359438,2024-05-24T11:46:09.342929
213,CUST-00213,Joseph,Porter,Joseph Porter,fbarker@example.net,(222)482-7728x81377,96115 Williams Drives Apt. 545,Kellytown,WY,19227,US,Enterprise,Manufacturing,Churned,Paid Search,2020-12-18,88235.72,0,2018-12-30T07:25:27.274301,2024-08-03T19:15:33.697791
214,CUST-00214,Brandon,Shannon,Brandon Shannon,isaacsingh@example.org,985-710-6794,9228 Gill Shores Suite 251,Hughesfurt,MA,71410,US,Mid-Market,Logistics,Active,Organic,2024-03-22,87853.44,0,2018-04-28T02:45:52.406191,2024-09-02T09:10:43.270383
215,CUST-00215,Scott,Ramirez,Scott Ramirez,jasminearmstrong@example.net,981-281-3989x0983,820 Buchanan Gardens,Millerside,PA,42500,US,Enterprise,Manufacturing,Churned,Referral,2018-08-15,201901.73,0,2020-10-23T23:53:17.684877,2024-01-17T11:08:10.783232
216,CUST-00216,Michelle,Johnson,Michelle Johnson,hjohnson@example.com,(641)811-8242x2412,95200 Price Island,South Patricia,KS,49720,US,SMB,Healthcare,Active,Paid Search,2021-01-22,175823.34,0,2024-08-03T16:07:51.935560,2024-11-25T05:13:16.341595
217,CUST-00217,Brett,Allen,Brett Allen,trevorgoodwin@example.com,240-857-8617,48913 Kevin Lodge,Millerhaven,IL,19161,US,SMB,Education,Active,Referral,2022-03-06,217530.75,1,2020-08-12T04:02:07.597638,2024-12-26T14:57:06.323892
218,CUST-00218,Kimberly,Medina,Kimberly Medina,dwilliams@example.net,620-207-4946x5398,891 Davis Square,Port Donaldside,KY,57119,US,Enterprise,Retail,Prospect,Event,2020-12-19,242966.67,0,2019-06-23T22:23:35.572263,2024-07-03T18:20:27.862768
219,CUST-00219,Laurie,Henson,Laurie Henson,tiffany74@example.org,+1-455-837-9502x0970,8118 Patricia Via Suite 156,Paultown,DE,61147,US,Mid-Market,Government,Inactive,Social Media,2024-08-13,85553.55,0,2020-08-04T22:45:52.044114,2024-03-11T15:13:54.098371
220,CUST-00220,Albert,Paul,Albert Paul,james94@example.net,237.550.4793,49872 Donna Port Apt. 192,East Jordanshire,PR,30380,US,SMB,Education,Churned,Partner,2023-04-23,21696.78,0,2024-03-01T20:15:13.485498,2024-09-23T18:38:51.511026
221,CUST-00221,Joshua,Abbott,Joshua Abbott,erin70@example.com,+1-505-266-4187x7580,8750 Lee Common Apt. 361,East Frank,ME,08738,US,Mid-Market,Retail,Churned,Organic,2018-03-01,168655.19,0,2022-05-20T01:01:05.079137,2024-02-05T09:38:31.341606
222,CUST-00222,Timothy,Morton,Timothy Morton,mary31@example.com,950.358.3199,110 Nicholas Vista Apt. 207,West Cherylchester,CA,13847,US,Consumer,Government,Inactive,Partner,2022-02-23,110790.02,0,2022-09-28T20:30:50.685553,2024-07-23T16:31:21.811091
223,CUST-00223,Kenneth,James,Kenneth James,mhall@example.net,+1-707-567-6991x507,09193 Dana Glens,Robertmouth,HI,32371,US,Mid-Market,Media,Active,Paid Search,2018-09-02,107763.45,0,2018-12-18T21:23:40.100411,2024-01-17T03:07:04.092097
224,CUST-00224,David,Silva,David Silva,larry82@example.org,249.854.5089x2038,33153 Neal Mountain Suite 995,Robertburgh,CT,60047,US,Consumer,Media,Prospect,Paid Search,2021-08-04,11831.63,1,2024-02-18T07:48:52.064621,2024-11-29T06:12:35.749153
225,CUST-00225,Tyler,Mora,Tyler Mora,stevenlewis@example.com,001-356-436-2050x150,3950 James Haven Apt. 342,Melaniebury,HI,26189,US,Enterprise,Healthcare,Active,Paid Search,2022-06-21,236358.36,0,2018-02-24T22:24:25.089117,2024-11-04T11:52:13.438420
226,CUST-00226,Renee,Smith,Renee Smith,hpena@example.com,847.335.5289,23386 Stewart Meadow,North Kathryn,OR,25286,US,SMB,Manufacturing,Active,Organic,2022-09-28,2428.61,1,2023-12-24T22:29:13.919643,2024-04-17T16:06:04.468210
227,CUST-00227,Edgar,Wright,Edgar Wright,monique89@example.com,717.991.2868,55877 Adams Locks Apt. 333,Royfurt,IL,40608,US,Mid-Market,Retail,Inactive,Partner,2022-05-28,176065.98,0,2020-12-22T08:36:07.167081,2024-05-18T00:17:48.291528
228,CUST-00228,Eric,Kirby,Eric Kirby,taylorchristopher@example.com,753.990.7895x67766,6027 Joseph Club Suite 148,Port Joshuabury,CT,16044,US,Enterprise,Government,Prospect,Organic,2019-10-13,109336.79,1,2018-07-02T08:48:47.732484,2024-01-15T00:15:49.275299
229,CUST-00229,James,Gonzalez,James Gonzalez,julie43@example.net,+1-928-440-4456x690,33738 Sharp Mountain Suite 153,Carrillochester,IL,57999,US,Enterprise,Education,Churned,Social Media,2020-04-21,143563.22,1,2021-02-24T03:04:42.291207,2024-07-23T09:23:48.636157
230,CUST-00230,Nicholas,Ray,Nicholas Ray,porterdonna@example.com,736-866-8459x09022,61863 Rodriguez Port Suite 412,Lake Angelaton,GU,90812,US,SMB,Finance,Inactive,Organic,2018-11-25,241566.82,0,2022-03-23T04:45:21.047120,2024-01-10T19:44:57.945854
231,CUST-00231,James,Pruitt,James Pruitt,jessekeller@example.org,805.980.2566x212,3234 Meyers Shores,Mooreshire,ME,77504,US,Consumer,Education,Active,Social Media,2020-09-13,211198.85,0,2019-06-03T19:09:57.347470,2024-09-19T08:07:32.389086
232,CUST-00232,Stephen,Harris,Stephen Harris,zbrown@example.net,385.697.7790,4692 Wright River Suite 762,South Hollyton,IA,21201,US,Consumer,Real Estate,Inactive,Partner,2024-12-08,20122.45,0,2019-12-01T18:31:54.976095,2024-08-17T21:04:58.287056
233,CUST-00233,Kelly,Hendricks,Kelly Hendricks,reginajenkins@example.net,651-518-5672,0176 Reese Walks,South Benjamin,KS,15532,US,SMB,Technology,Active,Referral,2022-11-20,19556.65,0,2022-12-18T11:00:22.222554,2024-02-19T22:50:43.248761
234,CUST-00234,Ellen,Marshall,Ellen Marshall,kelleyjohn@example.com,(674)322-0912,10427 Thompson Station Apt. 837,Port Cynthiahaven,SD,87341,US,Mid-Market,Education,Active,Event,2021-03-25,239576.73,0,2023-01-06T03:28:53.811920,2024-11-24T07:20:05.232997
235,CUST-00235,Peter,Parker,Peter Parker,williamsnicholas@example.org,753.531.0600,12206 Lisa Islands,New Jamie,ND,52282,US,Mid-Market,Finance,Active,Paid Search,2018-05-14,49719.31,0,2024-07-27T21:18:23.393194,2024-02-14T05:08:31.188952
236,CUST-00236,Jason,Kelly,Jason Kelly,avaldez@example.com,573.814.9501,718 Johnathan Court Suite 625,Lake Kathleen,UT,42177,US,Enterprise,Retail,Prospect,Social Media,2019-03-20,116256.29,1,2024-11-04T19:45:10.113799,2024-08-31T21:23:57.318430
237,CUST-00237,Carlos,Smith,Carlos Smith,oreyes@example.net,589.803.0914,102 Jimenez Flats,South James,AZ,31704,US,SMB,Education,Active,Social Media,2024-05-20,17537.42,1,2024-06-18T05:36:36.924376,2024-08-06T21:29:32.844335
238,CUST-00238,Sonya,Stevenson,Sonya Stevenson,lonnie08@example.com,+1-840-735-5338x0339,0171 Brett Divide,East Christopher,OR,72439,US,SMB,Manufacturing,Churned,Organic,2020-04-20,88309.58,0,2023-10-26T14:24:48.882175,2024-12-07T01:02:33.615561
239,CUST-00239,Joel,Miller,Joel Miller,frank33@example.com,(993)344-9734,6277 Wagner Street Suite 270,Simmonsland,WV,39852,US,SMB,Logistics,Inactive,Organic,2023-01-28,14694.07,0,2022-03-02T06:55:41.282108,2024-02-25T22:11:01.893017
240,CUST-00240,Jessica,Scott,Jessica Scott,jcampbell@example.net,815.827.3230x0857,567 Davidson Radial Apt. 601,Frederickburgh,ID,57687,US,Enterprise,Finance,Churned,Partner,2021-03-31,127013.42,1,2024-09-12T08:09:02.876813,2024-10-09T06:50:20.425823
241,CUST-00241,Karen,Bailey,Karen Bailey,heather66@example.net,937.405.0249,99201 Dawn Lights Suite 918,South Gabriel,NE,33645,US,Enterprise,Logistics,Churned,Event,2022-12-18,47465.75,1,2022-11-04T08:02:11.741828,2024-07-02T05:40:54.061285
242,CUST-00242,Amanda,Tanner,Amanda Tanner,ugoodwin@example.org,495-924-3640,16864 Jackson Landing,Lake Dennis,NM,24354,US,Mid-Market,Healthcare,Inactive,Organic,2022-02-07,202836.22,0,2021-07-08T16:20:16.963499,2024-02-10T08:19:58.036085
243,CUST-00243,Ashley,Lewis,Ashley Lewis,lisalee@example.com,291.521.4161x415,1004 Elizabeth Turnpike Apt. 138,South Carrieview,NM,62528,US,Enterprise,Media,Prospect,Referral,2019-05-29,10265.96,1,2023-04-19T15:59:15.057409,2024-08-09T04:47:58.931138
244,CUST-00244,Matthew,Maldonado,Matthew Maldonado,lisa56@example.com,+1-605-551-0762x091,9786 Aaron Route Suite 050,Ericabury,PA,64010,US,Consumer,Media,Churned,Partner,2020-05-26,40107.18,0,2020-10-19T19:44:00.480757,2024-08-12T05:00:40.184162
245,CUST-00245,Christopher,Patterson,Christopher Patterson,shatfield@example.org,001-664-993-2898x027,1783 Jason Terrace,North Ryantown,GA,43296,US,SMB,Government,Inactive,Paid Search,2024-07-08,169884.98,0,2024-04-26T04:04:14.666648,2024-10-07T11:15:24.150574
246,CUST-00246,Jeffrey,Scott,Jeffrey Scott,wadesandra@example.net,001-571-553-9915x668,41115 Julie Crescent Suite 256,West Bryanside,ID,51376,US,SMB,Finance,Active,Organic,2021-05-02,139711.82,1,2024-11-09T11:53:15.412356,2024-04-26T23:44:38.459258
247,CUST-00247,Michael,Shelton,Michael Shelton,danielsmith@example.com,324-637-7294x20954,374 Brown Valleys Suite 233,Port Kimberlyfort,VA,51856,US,SMB,Manufacturing,Prospect,Event,2023-07-30,241120.3,0,2020-02-04T12:05:57.926910,2024-10-25T07:04:00.587681
248,CUST-00248,Rita,Moore,Rita Moore,rrogers@example.com,(766)218-4438x612,2927 Carter Drive Apt. 330,Jessicashire,CT,89409,US,SMB,Finance,Churned,Event,2018-02-25,35786.38,0,2023-07-01T17:39:58.077614,2024-11-10T04:27:20.840307
249,CUST-00249,Nicholas,Mcgrath,Nicholas Mcgrath,saradavis@example.com,(501)285-9626,67492 Parsons Underpass,Port Stevenfurt,KY,83382,US,SMB,Government,Active,Partner,2022-10-03,177354.09,0,2022-07-28T13:37:23.340647,2024-05-14T10:33:56.604468
250,CUST-00250,David,Miller,David Miller,andrewberry@example.net,341.492.6764x9215,068 Brown Villages Apt. 312,North Angela,AS,41696,US,SMB,Media,Inactive,Event,2021-06-04,198019.66,0,2018-11-11T12:05:27.890428,2024-02-17T03:31:10.778011
251,CUST-00251,Jamie,Martin,Jamie Martin,millerdavid@example.com,(482)960-3408x487,598 Hailey Shore Apt. 303,West Melissa,IL,18091,US,Enterprise,Government,Churned,Paid Search,2021-12-08,5048.52,0,2022-03-20T01:56:42.995670,2024-03-20T01:41:42.267504
252,CUST-00252,Michael,Anderson,Michael Anderson,piercejorge@example.net,(367)614-6283,598 Robert Drives,Victoriachester,MS,03897,US,Mid-Market,Technology,Active,Social Media,2022-05-10,48405.31,0,2024-09-30T00:42:06.699356,2024-03-31T14:01:10.820429
253,CUST-00253,Joseph,Schmidt,Joseph Schmidt,ojones@example.org,(354)423-4016x361,718 Graves Way Suite 849,North Georgefurt,HI,45743,US,Mid-Market,Finance,Active,Organic,2022-10-15,127168.58,0,2023-08-23T08:28:40.786057,2024-09-05T01:53:58.493771
254,CUST-00254,Kristina,Arnold,Kristina Arnold,iwoods@example.com,7825226940,727 Lindsey Parkway Suite 468,West Cynthia,CO,40564,US,SMB,Real Estate,Active,Partner,2024-03-04,94491.61,0,2020-11-05T01:14:34.579696,2024-04-24T11:04:51.738956
255,CUST-00255,Christopher,Miller,Christopher Miller,martinbrian@example.net,287-506-8277x8816,685 Virginia Shore,New Shaneburgh,TX,69119,US,Mid-Market,Real Estate,Active,Event,2023-02-09,109699.51,1,2024-04-29T02:37:20.964137,2024-03-04T23:34:04.399985
256,CUST-00256,Michael,Anderson,Michael Anderson,hendersonnicholas@example.com,653-581-4474,963 Hickman Row,South Patriciafort,AR,47129,US,SMB,Technology,Inactive,Partner,2020-06-22,71589.52,1,2018-01-16T01:23:02.016539,2024-06-17T11:44:54.412154
257,CUST-00257,Kenneth,Rodriguez,Kenneth Rodriguez,richardsmith@example.com,931.888.2617x0243,5628 Rodriguez Mill Suite 225,Smithborough,DE,25347,US,Mid-Market,Media,Active,Paid Search,2020-06-12,241416.36,1,2019-12-30T04:53:28.056025,2024-02-18T22:14:52.920086
258,CUST-00258,Robert,Rivera,Robert Rivera,stacymoyer@example.com,867-487-2568,02258 Katrina Freeway,Lake Mariachester,PA,97157,US,Mid-Market,Education,Prospect,Partner,2018-03-22,246117.73,1,2018-01-21T12:31:27.320373,2024-06-24T18:00:55.553878
259,CUST-00259,Justin,Miller,Justin Miller,jessicalopez@example.com,001-514-336-3718x923,0432 Smith Flats,Port Brentchester,NC,40667,US,SMB,Government,Churned,Partner,2021-01-01,104955.88,0,2022-11-25T14:32:42.725591,2024-12-24T17:24:43.966707
260,CUST-00260,Jeffrey,Simmons,Jeffrey Simmons,tschneider@example.org,754-556-3502x000,4916 Johnny Overpass Suite 541,Lake Alexanderside,WI,17580,US,Mid-Market,Real Estate,Active,Paid Search,2018-06-06,13518.86,1,2020-04-26T13:51:09.292726,2024-09-28T07:30:35.388726
261,CUST-00261,Michael,Maxwell,Michael Maxwell,john43@example.net,(711)629-1093x3711,82023 Pierce Glen Suite 571,Joneschester,NC,66544,US,SMB,Media,Active,Event,2021-09-13,211550.12,0,2023-07-15T12:03:36.177407,2024-03-02T02:21:29.390632
262,CUST-00262,Joshua,Ponce,Joshua Ponce,bauerheather@example.net,(678)581-2786x8669,29390 Gordon Stravenue,Kevinbury,LA,93333,US,SMB,Finance,Active,Paid Search,2020-01-11,112605.15,0,2019-11-18T07:45:46.167017,2024-02-13T14:12:15.220931
263,CUST-00263,Jeffrey,Ferguson,Jeffrey Ferguson,sheriramirez@example.org,603-438-1059x551,450 Madison Forges Suite 240,Lake Juliefurt,SD,34231,US,Consumer,Finance,Active,Social Media,2020-01-16,221215.13,0,2024-02-02T18:51:43.078493,2024-08-20T03:44:23.547614
264,CUST-00264,Andrea,Montoya,Andrea Montoya,james62@example.com,465.427.1727,724 Kyle Fall,Mcdanielborough,CA,19312,US,Consumer,Healthcare,Inactive,Partner,2019-07-18,93803.39,1,2018-07-04T03:45:17.338142,2024-03-30T18:18:34.857305
265,CUST-00265,Regina,Waller,Regina Waller,jessicamorton@example.net,366-601-0023,900 Amy Viaduct,Melissaland,ID,18750,US,Enterprise,Education,Active,Organic,2018-09-14,80011.88,0,2021-05-12T23:13:03.398401,2024-07-25T00:05:06.876864
266,CUST-00266,Sean,Martin,Sean Martin,johnstephens@example.com,+1-581-200-1841x8620,6254 Sandra Spur,Mcdanielville,NM,22725,US,SMB,Retail,Active,Organic,2020-04-27,72076.41,1,2024-12-07T09:40:31.696813,2024-03-23T04:12:18.953241
267,CUST-00267,Stephanie,Campbell,Stephanie Campbell,david10@example.net,(626)685-9262,47541 Michelle Drive Apt. 526,Griffithfort,GU,09323,US,Mid-Market,Logistics,Inactive,Partner,2018-07-14,1810.17,0,2018-10-17T05:56:04.276936,2024-06-05T10:44:54.806304
268,CUST-00268,Jessica,Thomas,Jessica Thomas,huntercruz@example.com,967.569.5236x6878,96893 Joe Alley Apt. 058,Rosarioville,AR,46290,US,Enterprise,Manufacturing,Active,Referral,2020-04-05,137426.66,1,2020-07-11T08:30:21.745254,2024-11-06T20:30:25.177513
269,CUST-00269,Kimberly,Taylor,Kimberly Taylor,osanchez@example.org,001-421-226-0650x191,2131 Ashley Via,Hernandezburgh,NJ,97960,US,Enterprise,Manufacturing,Active,Paid Search,2021-03-22,30901.16,0,2018-12-25T03:03:17.833833,2024-07-12T01:07:16.073332
270,CUST-00270,Stacy,Harrison,Stacy Harrison,sharrington@example.org,612-600-9282x0667,2418 Spence Crossroad,South Christine,IN,51919,US,Consumer,Real Estate,Inactive,Organic,2023-01-21,28159.04,1,2019-04-15T12:30:38.857906,2024-09-30T00:49:35.607412
271,CUST-00271,Anita,Skinner,Anita Skinner,pwoods@example.net,(762)205-6341x1159,2811 Carla Throughway,Jacobborough,SC,04743,US,Enterprise,Media,Churned,Referral,2023-09-19,179776.81,0,2019-09-07T07:07:10.775638,2024-02-01T02:59:08.489651
272,CUST-00272,Ashley,Williams,Ashley Williams,uwilliams@example.org,805-346-8356x5215,96790 Martin Springs,Millerland,VT,30853,US,Consumer,Healthcare,Churned,Paid Search,2024-11-26,60520.78,1,2024-03-10T12:45:37.670570,2024-10-22T12:52:10.133681
273,CUST-00273,Destiny,Mack,Destiny Mack,seth25@example.com,(996)306-3399x129,48171 Edwards Hill,North Joshua,MN,46817,US,Mid-Market,Finance,Churned,Paid Search,2019-02-16,17385.99,0,2018-08-17T01:40:42.935683,2024-03-06T13:58:19.353711
274,CUST-00274,Kelsey,Scott,Kelsey Scott,kathryn72@example.org,001-970-754-6692,1687 Rich Springs Apt. 903,East Melissaport,MS,21237,US,Consumer,Logistics,Active,Event,2021-04-24,97026.89,0,2021-12-28T06:16:59.900683,2024-11-08T12:02:08.199319
275,CUST-00275,Jeffrey,Sawyer,Jeffrey Sawyer,steven87@example.org,721-766-3651,71470 Stacy Drive Apt. 590,Brownstad,WY,56876,US,SMB,Healthcare,Active,Organic,2022-09-07,86528.22,0,2024-11-06T04:50:06.619428,2024-03-19T02:41:18.888426
276,CUST-00276,Jason,Johnson,Jason Johnson,onelson@example.org,521-646-1476,16542 Michael Manor,Alvarezburgh,UT,57751,US,SMB,Retail,Active,Paid Search,2023-04-24,136730.43,0,2020-06-25T14:14:56.918206,2024-09-10T14:26:46.393906
277,CUST-00277,Paul,Smith,Paul Smith,christiancontreras@example.net,(355)802-7275,072 Fowler Prairie Apt. 033,Hortonburgh,PA,49988,US,Consumer,Logistics,Prospect,Referral,2023-06-25,202968.67,0,2019-07-07T10:43:32.231495,2024-03-17T18:33:32.006030
278,CUST-00278,James,Frazier,James Frazier,lisa04@example.com,917.876.6558x68512,89286 Mitchell Shoals Suite 491,Port Maryland,SD,02654,US,Consumer,Healthcare,Active,Referral,2024-09-07,11429.67,0,2022-04-25T03:52:34.447400,2024-05-30T12:40:50.053704
279,CUST-00279,Tyler,Walton,Tyler Walton,schultzwesley@example.org,+1-846-833-7861x3715,3844 Parker Underpass,Nuneztown,MH,54837,US,Enterprise,Education,Active,Partner,2024-06-27,99856.9,1,2018-03-25T12:23:28.754343,2024-01-10T14:33:07.347881
280,CUST-00280,Krystal,Randall,Krystal Randall,matthew96@example.org,+1-863-496-0962,8263 Jennifer Crossroad Apt. 964,West James,CO,03861,US,SMB,Healthcare,Prospect,Referral,2021-08-19,71884.67,0,2021-01-23T01:09:22.342173,2024-08-18T04:12:21.616093
281,CUST-00281,Brittney,Johnson,Brittney Johnson,armstronganthony@example.net,(575)823-3438,041 Courtney Route Apt. 179,North Donaldview,MH,24176,US,SMB,Manufacturing,Active,Paid Search,2022-12-14,109519.37,1,2018-08-26T03:19:15.378348,2024-06-29T21:26:54.706434
282,CUST-00282,Michael,Massey,Michael Massey,apope@example.org,213.366.5722x4029,7998 Eric Streets Suite 139,New Andrewhaven,WV,20469,US,Consumer,Government,Active,Referral,2020-09-25,124302.71,1,2019-07-07T21:06:27.762278,2024-05-13T13:11:57.879303
283,CUST-00283,Rachel,Johnson,Rachel Johnson,lunashelby@example.com,573-615-8477x686,46199 Martin Ford,Hamiltonmouth,NE,78663,US,SMB,Media,Active,Organic,2018-12-21,181906.79,0,2023-03-25T12:49:50.686912,2024-10-25T14:47:49.491574
284,CUST-00284,Cindy,Lawson,Cindy Lawson,nathaniel17@example.org,8842964985,56253 Jason Landing,Dustinmouth,DE,01763,US,Consumer,Real Estate,Active,Partner,2021-01-02,73794.72,0,2020-03-25T07:31:56.185103,2024-01-04T23:45:16.551386
285,CUST-00285,Mark,Marshall,Mark Marshall,annacruz@example.net,883.818.4919,3307 Williams Harbor Suite 117,New Mark,MS,31489,US,Enterprise,Education,Prospect,Paid Search,2023-07-26,76970.72,1,2022-01-13T07:31:45.274577,2024-04-14T07:45:51.315075
286,CUST-00286,Dawn,Chase,Dawn Chase,zmitchell@example.org,+1-680-650-1716,6185 Salazar Lock Suite 771,Sharonville,AK,29863,US,Mid-Market,Logistics,Active,Social Media,2024-11-30,11067.61,0,2018-05-03T06:20:36.717568,2024-01-04T19:19:07.327637
287,CUST-00287,Daniel,Morris,Daniel Morris,fperez@example.org,001-858-600-4010x414,97125 Karen Vista,Walshville,NC,69653,US,Consumer,Manufacturing,Prospect,Organic,2022-10-24,19222.77,1,2019-09-07T18:40:13.182854,2024-06-23T22:06:33.009297
288,CUST-00288,Tracy,Ramirez,Tracy Ramirez,qperez@example.com,001-515-983-3117x030,71539 Hodges Inlet Suite 281,East Sabrina,MS,59802,US,SMB,Media,Prospect,Event,2023-05-29,40416.69,0,2024-01-28T05:55:45.954428,2024-07-06T22:16:05.339667
